TimesUsed,OftenText,OftenVideo,OftenPhone,OftenSocialMedia,OftenSoloGame,OftenMultiplay,OftenEntertain,OftenCultural,OftenCreative,FeatureTalkFriends,FeatureTalkStranger,FeatureScreenshot,DataPriv,PrivFeatUsed,ControlPriv,BiometricDevelop,BiometricMarket,BiometricSellAnon,BiometricSellData,SoloVMulti,UseVRGames,UseVRUnique,UseVRImmersive,UseVRFriends,UseVRStrangers,UseVRAlone,UseVRDemo,PrimaryUseVR,WishFriends,VRAlone,Lonely,ConnectPeople,NegSocExperience,HarrBubble,HarrInvisib,HarrMute,HarrBlock,HarrLive,HarrVoice,IdealAvatar,WorkTime,HoursVR,USLive,State,GenderID,ConsiderHarrassment,DescribHarr,Howlong,Country
More than once a week,Daily,Once a week,2+ times per week,Daily,Once a week,Once a week,Once a week,Once a week,Monthly,Neutral,Neutral,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Not at all,Somewhat acceptable,Neutral,Unacceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Unique experiences,Disagree,Agree,Disagree,Disagree,Sexually suggestive or sexist comments,Effective,Effective,Neutral,Strongly effective,Effective,Neutral,The graphics look realistic.,Less than half of my time in VR is work-related.,2-5 hours,Yes,Pennsylvania,Female,Yes,"The first time I used social VR, my avatar and voice were identifiable as female. Under the guise of showing me around, one of the first people I met took me to a bondage bedroom. He also kept complaining about my bubble, which I was glad to have.",More than a year,NA
More than once a week,Rarely,Rarely,Rarely,Daily,Daily,Once a week,Once a week,Monthly,Rarely,Neutral,Neutral,Neutral,Very important,Don't know/Prefer not to answer,Somewhat,Acceptable,Acceptable,Somewhat unacceptable,Somewhat unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Play games,Disagree,Strongly agree,Strongly disagree,Disagree,I have experienced none of these,Neutral,Strongly effective,Strongly effective,Strongly effective,Neutral,Neutral,It looks like me.,I don't use VR in my work.,6-10 hours,Yes,Utah,Male,I don't know/Not applicable,NA,More than a year,NA
About once a week,2+ times per week,Monthly,Once a week,Daily,2 + times per week,Monthly,Once a week,Rarely,Rarely,Unimportant,Unimportant,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Adblocker software",Somewhat,Somewhat acceptable,Unacceptable,Neutral,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Play games,Disagree,Agree,Disagree,Disagree,I have experienced none of these,Don't know/NA,Strongly effective,Effective,Effective,Strongly effective,Ineffective,"It looks like me., The graphics look like a cartoon.",I don't use VR in my work.,2-5 hours,No,NA,Male,I don't know/Not applicable,NA,Between 6 months and a year,Uk
About once a week,Daily,Monthly,Once a week,Daily,Once a week,Rarely,Rarely,Rarely,Rarely,Unimportant,Unimportant,Important,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Acceptable,Neutral,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Play games,Agree,Strongly agree,Agree,Disagree,I have experienced none of these,Effective,Effective,Strongly effective,Strongly effective,Effective,Don't know/NA,It looks like me.,I don't use VR in my work.,2-5 hours,Yes,Oregon,Male,I don't know/Not applicable,NA,Between 6 months and a year,NA
More than once a week,Daily,Once a week,Once a week,Daily,Once a week,Rarely,Monthly,Rarely,Rarely,Very important,Very important,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Acceptable,Neutral,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Get work done,Disagree,Agree,Agree,Disagree,I have experienced none of these,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"It looks like me., The graphics look like a cartoon.",Over half of my time in VR is work-related.,2-5 hours,Yes,Washington,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,2+ times per week,Monthly,2+ times per week,Daily,2 + times per week,2 + times per week,2 + times per week,Monthly,Rarely,Important,Important,Important,Very important,Don't know/Prefer not to answer,Somewhat,Somewhat acceptable,Somewhat acceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Exciting experiences,Agree,Strongly agree,Strongly disagree,Agree,I have experienced none of these,Strongly ineffective,Effective,Effective,Effective,Effective,Effective,The graphics look realistic.,I don't use VR in my work.,2-5 hours,Yes,Missouri,Male,I don't know/Not applicable,NA,Between 6 months and a year,NA
More than once a week,Never used,Never used,Daily,Daily,Daily,Never used,Monthly,Never used,Never used,Very important,Very important,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted emails (GPG), Encrypted texts (Signal, WhatsApp), Adblocker software",Somewhat,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,I spend slightly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Play games,Strongly agree,Strongly agree,Agree,Agree,I have experienced none of these,Neutral,Neutral,Effective,Effective,Neutral,Neutral,"It looks non-human (robot/animal)., The graphics look realistic., The graphics look like a cartoon.",Less than half of my time in VR is work-related.,2-5 hours,No,NA,Gender variant/non-conforming,I don't know/Not applicable,NA,Less than 3 months,France
2-3x/month,Daily,Never used,Daily,Daily,Rarely,2 + times per week,Never used,Rarely,Monthly,Unimportant,Neutral,Important,Very important,Don't know/Prefer not to answer,Very little,Neutral,Neutral,Unacceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Meet new people,Agree,Disagree,Disagree,Agree,"Violent comments or threats, Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises, Rude gestures, Groping",Strongly effective,Strongly ineffective,Effective,Effective,Effective,Effective,"It doesn't look like me., The graphics look realistic.",Over half of my time in VR is work-related.,2-5 hours,Yes,Wisconsin,Female,Yes,I mean...all of VRChat? All of it.,More than a year,NA
More than once a week,Daily,Rarely,Daily,Daily,Daily,Rarely,Rarely,Rarely,Rarely,Very unimportant,Very unimportant,Very unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password)",To a great extent,Acceptable,Acceptable,Acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Play games,Disagree,Agree,Strongly disagree,Disagree,I have experienced none of these,Neutral,Neutral,Strongly effective,Strongly effective,Strongly effective,Neutral,The graphics look like a cartoon.,I don't use VR in my work.,6-10 hours,No,NA,Male,No,NA,Between 3 months and 6 months,Norway
More than once a week,Daily,Daily,Daily,Daily,2 + times per week,Daily,2 + times per week,2 + times per week,Once a week,Very important,Very important,Important,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Acceptable,Acceptable,Acceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Spend time with friends,Strongly agree,Disagree,Agree,Strongly agree,"Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises, Rude gestures, Groping",Strongly effective,Neutral,Strongly effective,Strongly effective,Strongly effective,Ineffective,It looks non-human (robot/animal).,Over half of my time in VR is work-related.,More than 20 hours,No,NA,Male,Yes,NA,More than a year,Canada
More than once a week,Daily,Rarely,Rarely,Daily,2 + times per week,Daily,Never used,Rarely,Monthly,Very important,Neutral,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes)",Somewhat,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Creating immersive experiences,Agree,Disagree,Disagree,Agree,"Racist or homophobic comments, Catcalling/lewd noises, Rude gestures",Don't know/NA,Effective,Effective,Effective,Neutral,Don't know/NA,"It looks non-human (robot/animal)., It doesn't look like me., The graphics look like a cartoon.",Over half of my time in VR is work-related.,11-20 hours,Yes,Washington,Male,No,NA,More than a year,NA
More than once a week,Daily,2+ times per week,Once a week,Daily,Once a week,2 + times per week,Monthly,Rarely,Once a week,Neutral,Important,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software",Somewhat,Somewhat acceptable,Acceptable,Unacceptable,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Play games,Disagree,Disagree,Disagree,Agree,"Violent comments or threats, Sexually suggestive or sexist comments, Racist or homophobic comments, Rude gestures",Ineffective,Ineffective,Effective,Strongly effective,Neutral,Neutral,"It looks like me., The graphics look like a cartoon.",Less than half of my time in VR is work-related.,2-5 hours,Yes,Pennsylvania,Male,I don't know/Not applicable,VRChat. That's all that needs to be said. It's quite a toxic community.,Between 6 months and a year,NA
More than once a week,Daily,2+ times per week,2+ times per week,Daily,Once a week,2 + times per week,Rarely,Rarely,Rarely,Important,Important,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Very little,Acceptable,Acceptable,Neutral,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Exciting experiences,Agree,Agree,Strongly disagree,Disagree,I have experienced none of these,Effective,Effective,Effective,Strongly effective,Neutral,Neutral,The graphics look realistic.,Less than half of my time in VR is work-related.,6-10 hours,Yes,Oregon,Male,I don't know/Not applicable,NA,More than a year,NA
About once a week,Daily,Daily,2+ times per week,Daily,Once a week,Once a week,Monthly,Monthly,Once a week,Important,Neutral,Very unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password)",Very little,Acceptable,Somewhat acceptable,Neutral,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Play games,Agree,Agree,Disagree,Agree,"Violent comments or threats, Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises",Neutral,Effective,Effective,Strongly effective,Effective,Effective,"It doesn't look like me., The graphics look like a cartoon.",I don't use VR in my work.,1 hour or less,Yes,Oregon,Male,Yes,"I wasn't harassed, but witnessed multiple instances of dudes being gross with female avatars. ",More than a year,NA
2-3x/month,Daily,2+ times per week,2+ times per week,Daily,Monthly,Rarely,Monthly,Monthly,Monthly,Neutral,Very unimportant,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Adblocker software",Very little,Neutral,Unacceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Stay up to date on new tech,Disagree,Agree,Strongly disagree,Disagree,"Sexually suggestive or sexist comments, Racist or homophobic comments, Groping",Effective,Strongly effective,Effective,Strongly effective,Effective,Effective,"It looks like me., It looks non-human (robot/animal)., It doesn't look like me., The graphics look realistic., The graphics look like a cartoon.",Over half of my time in VR is work-related.,2-5 hours,Yes,California,Male,Yes,NA,More than a year,NA
More than once a week,Daily,2+ times per week,2+ times per week,Daily,Once a week,2 + times per week,Rarely,2 + times per week,Rarely,Very important,Neutral,Don't know/NA,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Acceptable,Acceptable,Neutral,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Get work done,Agree,Disagree,Disagree,Strongly agree,"Sexually suggestive or sexist comments, Racist or homophobic comments, Rude gestures",Effective,Effective,Strongly effective,Strongly effective,Neutral,Neutral,"It looks like me., The graphics look realistic.",Over half of my time in VR is work-related.,11-20 hours,Yes,Georgia,Male,I don't know/Not applicable,Players make sexual gestures in Rec Room all the time.,More than a year,NA
About once a week,Daily,Daily,Daily,Daily,Once a week,Rarely,Rarely,Rarely,Once a week,Neutral,Neutral,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Acceptable,Acceptable,Acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Play games,Agree,Strongly agree,Disagree,Disagree,I have experienced none of these,Neutral,Neutral,Strongly effective,Strongly effective,Effective,Neutral,"It looks like me., It looks non-human (robot/animal)., It doesn't look like me., The graphics look realistic., The graphics look like a cartoon.",I don't use VR in my work.,2-5 hours,Yes,Oregon,Male,No,NA,Less than 3 months,NA
